dataset,method,k,sigma,fold,example,unit,n_frames,k_pred,acc,nmi,ari,seconds
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,236,5,0.737288,0.761706,0.632205,0.15
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,173,5,0.745665,0.728308,0.613200,0.08
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,258,5,0.748062,0.719284,0.603246,0.08
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,232,5,0.866379,0.793550,0.683058,0.30
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,183,5,0.912568,0.862168,0.777475,0.12
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,274,5,0.901460,0.818116,0.769911,0.14
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,225,5,0.822222,0.756096,0.642417,0.09
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,132,5,0.893939,0.830720,0.757542,0.03
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,298,5,0.932886,0.879921,0.843033,0.12
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,296,5,0.851351,0.829766,0.708983,0.08
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,108,5,0.944444,0.900503,0.872547,0.02
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,337,5,0.943620,0.875025,0.864154,0.06
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,328,5,0.932927,0.878178,0.824580,0.11
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,191,5,0.900524,0.856719,0.747669,0.09
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,342,5,0.935673,0.877144,0.838930,0.19
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,276,5,0.971014,0.930728,0.928213,0.08
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,231,5,0.904762,0.831255,0.751234,0.12
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,345,5,0.930435,0.860873,0.842274,0.09
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,329,5,0.951368,0.888767,0.882570,0.09
surveillance,TKSS,5,0.5,0,0,0006 0013 0014 0022 0027,196,5,0.923469,0.894131,0.803740,0.11
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,413,8,0.815981,0.822040,0.704360,0.06
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,335,8,0.850746,0.832834,0.728616,0.05
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,148,8,0.716216,0.761244,0.583683,0.04
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,432,8,0.817130,0.807735,0.694604,0.17
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,346,8,0.765896,0.798685,0.663330,0.10
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,259,8,0.737452,0.762250,0.602571,0.09
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,385,8,0.740260,0.789700,0.649009,0.21
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,331,8,0.712991,0.776097,0.625717,0.10
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,256,8,0.695312,0.755043,0.581783,0.04
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,418,8,0.897129,0.863268,0.797945,0.06
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,341,8,0.821114,0.810987,0.688406,0.10
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,214,8,0.873832,0.837830,0.743056,0.04
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,447,8,0.899329,0.867826,0.794780,0.23
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,424,8,0.797170,0.789260,0.653366,0.29
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,168,8,0.922619,0.877293,0.831050,0.04
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,511,8,0.863014,0.827521,0.739320,0.25
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,471,8,0.768577,0.767875,0.612864,0.30
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,275,8,0.749091,0.787505,0.652575,0.27
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,517,8,0.835590,0.811941,0.702330,0.31
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,430,8,0.944186,0.904530,0.879118,0.17
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,348,8,0.804598,0.790760,0.648464,0.25
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,506,8,0.873518,0.842613,0.756325,0.37
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,472,8,0.828390,0.811721,0.697452,0.06
surveillance,TKSS,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,274,8,0.751825,0.779689,0.637227,0.05
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,413,8,0.825666,0.842586,0.722088,0.11
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,335,8,0.850746,0.832834,0.728616,0.03
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,148,8,0.716216,0.761244,0.583683,0.02
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,432,8,0.814815,0.809411,0.694142,0.09
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,346,8,0.777457,0.809583,0.682434,0.08
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,259,8,0.733591,0.760892,0.598537,0.02
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,385,8,0.753247,0.806343,0.663669,0.14
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,331,8,0.709970,0.774852,0.621834,0.03
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,256,8,0.695312,0.751862,0.577471,0.07
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,418,8,0.899522,0.862248,0.802389,0.09
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,341,8,0.818182,0.809343,0.683771,0.05
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,214,8,0.878505,0.844394,0.753428,0.04
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,447,8,0.906040,0.874366,0.808092,0.06
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,424,8,0.780660,0.780165,0.632783,0.06
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,168,8,0.946429,0.914808,0.881103,0.06
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,511,8,0.855186,0.820557,0.724053,0.10
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,471,8,0.753715,0.757381,0.596975,0.06
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,275,8,0.723636,0.772855,0.620136,0.17
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,517,8,0.849130,0.831374,0.722329,0.17
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,430,8,0.939535,0.906820,0.873261,0.09
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,348,8,0.793103,0.785572,0.632530,0.03
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,506,8,0.893281,0.865336,0.789817,0.16
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,472,8,0.841102,0.817967,0.715118,0.15
surveillance,TKSS,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,274,8,0.748175,0.776715,0.630570,0.05
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,413,8,0.813559,0.830869,0.711393,0.11
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,335,8,0.853731,0.831138,0.733306,0.10
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,148,8,0.716216,0.761244,0.583683,0.02
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,432,8,0.828704,0.822657,0.712565,0.19
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,346,8,0.765896,0.814424,0.691545,0.17
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,259,8,0.749035,0.779255,0.629658,0.10
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,385,8,0.735065,0.784694,0.639654,0.15
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,331,8,0.712991,0.777797,0.627689,0.06
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,256,8,0.699219,0.757376,0.587636,0.05
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,418,8,0.923445,0.894508,0.845579,0.44
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,341,8,0.844575,0.834971,0.724483,0.21
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,214,8,0.873832,0.835400,0.745642,0.04
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,447,8,0.935123,0.907937,0.860918,0.35
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,424,8,0.797170,0.798909,0.663895,0.23
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,168,8,0.928571,0.884472,0.842197,0.04
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,511,8,0.863014,0.838935,0.738500,0.41
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,471,8,0.764331,0.764393,0.611516,0.18
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,275,8,0.752727,0.794766,0.657920,0.13
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,517,8,0.833656,0.808373,0.693845,0.19
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,430,8,0.962791,0.940111,0.919347,0.14
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,348,8,0.790230,0.784377,0.628860,0.05
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,506,8,0.891304,0.856254,0.784437,0.15
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,472,8,0.830508,0.808012,0.693935,0.28
surveillance,TKSS,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,274,8,0.755474,0.789295,0.649020,0.13
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,182,3,0.923077,0.813393,0.765626,0.03
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,147,3,0.993197,0.969330,0.980195,0.02
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,58,3,0.948276,0.857825,0.837557,0.00
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,180,3,0.927778,0.828539,0.794939,0.03
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,146,3,0.938356,0.813824,0.815733,0.02
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,113,3,1.000000,1.000000,1.000000,0.01
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,166,3,0.728916,0.657696,0.460737,0.03
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,147,3,0.877551,0.751886,0.648062,0.02
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,118,3,1.000000,1.000000,1.000000,0.01
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,166,3,0.897590,0.785338,0.713650,0.03
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,141,3,0.985816,0.944413,0.956430,0.02
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,90,3,0.977778,0.924189,0.933760,0.01
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,173,3,1.000000,1.000000,1.000000,0.03
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,196,3,0.770408,0.676341,0.489017,0.04
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,60,3,0.516667,0.651542,0.436386,0.00
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,200,3,0.960000,0.886047,0.885734,0.04
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,206,3,0.834951,0.729282,0.629273,0.04
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,119,3,1.000000,1.000000,1.000000,0.01
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,219,3,0.831050,0.717126,0.576067,0.04
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,168,3,1.000000,1.000000,1.000000,0.03
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,151,3,0.993377,0.967668,0.979490,0.02
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,218,3,0.752294,0.676356,0.506252,0.04
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,195,3,0.820513,0.715060,0.589092,0.03
surveillance,DP NCut (trivial),3,0,0,0,0006 0013 0022,112,3,0.651786,0.629383,0.399969,0.01
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,182,3,0.928571,0.821870,0.780462,0.03
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,147,3,0.993197,0.969330,0.980195,0.02
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,58,3,0.775862,0.593456,0.463105,0.00
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,180,3,0.927778,0.828539,0.794939,0.03
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,146,3,0.952055,0.838853,0.858032,0.02
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,113,3,1.000000,1.000000,1.000000,0.01
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,166,3,0.795181,0.722119,0.597432,0.03
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,147,3,0.891156,0.767731,0.679957,0.02
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,118,3,1.000000,1.000000,1.000000,0.01
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,166,3,0.897590,0.785338,0.713650,0.03
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,141,3,0.992908,0.967639,0.977949,0.02
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,90,3,0.988889,0.954964,0.966380,0.01
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,173,3,0.994220,0.973254,0.982635,0.03
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,196,3,0.770408,0.676341,0.489017,0.04
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,60,3,0.533333,0.652588,0.439144,0.00
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,200,3,0.960000,0.886047,0.885734,0.04
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,206,3,0.839806,0.732623,0.635865,0.04
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,119,3,0.638655,0.637562,0.422594,0.01
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,219,3,0.511416,0.453631,0.303439,0.04
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,168,3,0.994048,0.972771,0.982089,0.03
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,151,3,0.993377,0.967668,0.979490,0.02
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,218,3,0.752294,0.676356,0.506252,0.04
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,195,3,0.820513,0.715060,0.589092,0.03
surveillance,DP NCut (trivial),3,0.25,0,0,0006 0013 0022,112,3,0.651786,0.629383,0.399969,0.01
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,182,3,0.934066,0.830727,0.795605,0.03
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,147,3,1.000000,1.000000,1.000000,0.02
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,58,3,0.827586,0.725753,0.581783,0.00
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,180,3,0.927778,0.828539,0.794939,0.03
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,146,3,0.958904,0.857180,0.875572,0.02
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,113,3,0.991150,0.961347,0.970621,0.01
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,166,3,0.789157,0.694556,0.583579,0.03
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,147,3,0.884354,0.737336,0.663768,0.02
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,118,3,1.000000,1.000000,1.000000,0.01
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,166,3,0.903614,0.792713,0.727497,0.03
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,141,3,0.992908,0.967639,0.977949,0.02
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,90,3,0.966667,0.877639,0.895587,0.01
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,173,3,0.549133,0.648625,0.447608,0.03
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,196,3,0.770408,0.676341,0.489017,0.04
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,60,3,0.533333,0.652588,0.439144,0.00
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,200,3,0.960000,0.886047,0.885734,0.04
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,206,3,0.839806,0.732623,0.635865,0.04
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,119,3,0.638655,0.637562,0.422594,0.01
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,219,3,0.525114,0.450428,0.300888,0.04
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,168,3,0.940476,0.852101,0.836141,0.03
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,151,3,0.993377,0.967668,0.979490,0.02
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,218,3,0.752294,0.676356,0.506252,0.04
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,195,3,0.979487,0.927158,0.935120,0.03
surveillance,DP NCut (trivial),3,0.5,0,0,0006 0013 0022,112,3,0.651786,0.629383,0.399969,0.01
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,283,5,0.802120,0.868204,0.729313,0.10
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,231,5,0.952381,0.911390,0.882791,0.07
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,98,5,0.857143,0.815528,0.737204,0.01
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,291,5,0.848797,0.758340,0.672248,0.10
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,236,5,0.944915,0.894042,0.864431,0.07
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,173,5,1.000000,1.000000,1.000000,0.04
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,258,5,0.655039,0.760529,0.577752,0.08
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,232,5,0.909483,0.857754,0.777901,0.06
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,183,5,0.967213,0.936675,0.905208,0.04
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,274,5,0.821168,0.776410,0.654651,0.09
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,225,5,0.991111,0.977318,0.979917,0.06
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,132,5,0.977273,0.944744,0.941058,0.02
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,298,5,0.751678,0.864016,0.712851,0.11
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,296,5,0.864865,0.862788,0.739239,0.11
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,108,5,0.629630,0.738233,0.499453,0.01
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,337,5,0.744807,0.833616,0.693454,0.14
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,328,5,0.814024,0.766473,0.584530,0.13
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,191,5,0.837696,0.851088,0.679750,0.04
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,342,5,0.877193,0.846613,0.731225,0.16
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,276,5,0.985507,0.967218,0.964088,0.09
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,231,5,0.939394,0.905743,0.836611,0.07
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,345,5,0.773913,0.867948,0.726286,0.14
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,329,5,0.829787,0.787084,0.624121,0.13
surveillance,DP NCut (trivial),5,0,0,0,0006 0013 0014 0022 0027,196,5,0.846939,0.860947,0.708582,0.05
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,283,5,0.749117,0.809975,0.666389,0.10
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,231,5,0.956710,0.916305,0.892945,0.06
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,98,5,0.734694,0.744423,0.590426,0.01
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,291,5,0.738832,0.727582,0.603509,0.10
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,236,5,0.966102,0.918050,0.911814,0.07
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,173,5,0.959538,0.930742,0.897202,0.04
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,258,5,0.655039,0.760529,0.577752,0.08
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,232,5,0.922414,0.878070,0.806426,0.06
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,183,5,0.961749,0.929850,0.890680,0.04
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,274,5,0.890511,0.826476,0.758475,0.09
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,225,5,0.991111,0.977318,0.979917,0.06
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,132,5,0.992424,0.978971,0.978652,0.02
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,298,5,0.755034,0.864697,0.714738,0.11
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,296,5,0.864865,0.862788,0.739239,0.11
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,108,5,0.620370,0.726954,0.474743,0.01
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,337,5,0.744807,0.833616,0.693454,0.14
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,328,5,0.817073,0.768046,0.588248,0.13
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,191,5,0.848168,0.853385,0.688193,0.04
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,342,5,0.874269,0.845199,0.727195,0.14
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,276,5,0.978261,0.950213,0.946320,0.10
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,231,5,0.948052,0.914128,0.857585,0.06
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,345,5,0.773913,0.867948,0.726286,0.14
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,329,5,0.835866,0.793159,0.637691,0.13
surveillance,DP NCut (trivial),5,0.25,0,0,0006 0013 0014 0022 0027,196,5,0.846939,0.860947,0.708582,0.05
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,283,5,0.752650,0.811154,0.668674,0.10
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,231,5,0.787879,0.842796,0.700015,0.07
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,98,5,0.744898,0.775484,0.625954,0.01
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,291,5,0.752577,0.742861,0.621667,0.11
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,236,5,0.970339,0.925934,0.921693,0.07
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,173,5,0.716763,0.825042,0.673802,0.04
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,258,5,0.655039,0.751836,0.572140,0.09
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,232,5,0.784483,0.806488,0.629555,0.07
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,183,5,0.972678,0.944076,0.920115,0.04
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,274,5,0.886861,0.822578,0.753207,0.10
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,225,5,0.995556,0.986716,0.989827,0.06
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,132,5,0.787879,0.852148,0.725243,0.02
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,298,5,0.724832,0.860619,0.703130,0.11
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,296,5,0.861486,0.852292,0.732387,0.11
surveillance,DP NCut (trivial),5,0.5,0,0,0006 0013 0014 0022 0027,108,5,0.620370,0.726954,0.474743,0.02
