dataset,method,k,sigma,fold,example,unit,n_frames,k_pred,acc,nmi,ari,seconds
ballet,SSC-Block-TV-Col21,3,0.5,6,7,dancer7,243,3,0.913580,0.821724,0.804997,0.44
ballet,SSC-Block-TV-Col21,3,0.5,6,8,dancer7,242,3,1.000000,1.000000,1.000000,0.42
ballet,SSC-Block-TV-Col21,3,0.5,6,9,dancer7,247,3,0.991903,0.963217,0.972577,0.46
ballet,SSC-Block-TV-Col21,3,0.5,6,10,dancer7,232,3,0.974138,0.917793,0.935844,0.38
ballet,SSC-Block-TV-Col21,3,0.5,6,11,dancer7,234,3,1.000000,1.000000,1.000000,0.40
ballet,SSC-Block-TV-Col21,5,0,0,0,dancer1,422,5,0.959716,0.933376,0.905622,1.26
ballet,SSC-Block-TV-Col21,5,0,0,1,dancer1,424,5,0.896226,0.816236,0.760194,1.25
ballet,SSC-Block-TV-Col21,5,0,0,2,dancer1,318,5,0.745283,0.749193,0.632362,0.73
ballet,SSC-Block-TV-Col21,5,0,0,3,dancer1,377,5,0.901857,0.893200,0.812355,0.99
ballet,SSC-Block-TV-Col21,5,0,0,4,dancer1,383,5,0.637076,0.705462,0.529380,1.05
ballet,SSC-Block-TV-Col21,5,0,0,5,dancer1,369,5,0.821138,0.732806,0.624968,0.95
ballet,SSC-Block-TV-Col21,5,0,0,6,dancer1,410,5,0.895122,0.818441,0.754979,1.17
ballet,SSC-Block-TV-Col21,5,0,0,7,dancer1,392,5,0.785714,0.696555,0.571522,1.05
ballet,SSC-Block-TV-Col21,5,0,0,8,dancer1,376,5,0.912234,0.863075,0.800648,0.97
ballet,SSC-Block-TV-Col21,5,0,0,9,dancer1,363,5,0.876033,0.811199,0.763749,0.95
ballet,SSC-Block-TV-Col21,5,0,0,10,dancer1,366,5,0.680328,0.717846,0.568676,0.92
ballet,SSC-Block-TV-Col21,5,0,0,11,dancer1,401,5,0.977556,0.955038,0.946720,1.12
ballet,SSC-Block-TV-Col21,5,0,1,0,dancer3,376,5,0.853723,0.841015,0.782957,1.02
ballet,SSC-Block-TV-Col21,5,0,1,1,dancer3,385,5,0.867532,0.778936,0.719504,1.07
ballet,SSC-Block-TV-Col21,5,0,1,2,dancer3,447,5,0.814318,0.769204,0.652419,1.50
ballet,SSC-Block-TV-Col21,5,0,1,3,dancer3,358,5,0.983240,0.965572,0.968869,0.91
ballet,SSC-Block-TV-Col21,5,0,1,4,dancer3,366,5,0.928962,0.882180,0.843733,0.98
ballet,SSC-Block-TV-Col21,5,0,1,5,dancer3,379,5,0.965699,0.941612,0.924621,1.09
ballet,SSC-Block-TV-Col21,5,0,1,6,dancer3,384,5,0.872396,0.840148,0.795911,1.12
ballet,SSC-Block-TV-Col21,5,0,1,7,dancer3,402,5,0.980100,0.952383,0.952430,1.16
ballet,SSC-Block-TV-Col21,5,0,1,8,dancer3,342,5,0.888889,0.838006,0.766523,0.86
ballet,SSC-Block-TV-Col21,5,0,1,9,dancer3,345,5,0.956522,0.933767,0.913542,0.88
ballet,SSC-Block-TV-Col21,5,0,1,10,dancer3,391,5,0.956522,0.930089,0.897253,1.11
ballet,SSC-Block-TV-Col21,5,0,1,11,dancer3,339,5,0.879056,0.837392,0.757835,0.90
ballet,SSC-Block-TV-Col21,5,0,2,0,dancer6,372,5,0.876344,0.792714,0.730378,1.00
ballet,SSC-Block-TV-Col21,5,0,2,1,dancer6,342,5,0.760234,0.815963,0.701780,0.85
ballet,SSC-Block-TV-Col21,5,0,2,2,dancer6,365,5,0.832877,0.785570,0.705660,1.02
ballet,SSC-Block-TV-Col21,5,0,2,3,dancer6,341,5,0.856305,0.753544,0.674277,0.89
ballet,SSC-Block-TV-Col21,5,0,2,4,dancer6,366,5,0.833333,0.814886,0.724905,0.95
ballet,SSC-Block-TV-Col21,5,0,2,5,dancer6,298,5,0.778523,0.778564,0.686541,0.66
ballet,SSC-Block-TV-Col21,5,0,2,6,dancer6,357,5,0.775910,0.812952,0.713641,0.95
ballet,SSC-Block-TV-Col21,5,0,2,7,dancer6,368,5,0.855978,0.816604,0.712088,0.97
ballet,SSC-Block-TV-Col21,5,0,2,8,dancer6,409,5,0.677262,0.694623,0.507367,1.26
ballet,SSC-Block-TV-Col21,5,0,2,9,dancer6,399,5,0.862155,0.820662,0.719287,1.18
ballet,SSC-Block-TV-Col21,5,0,2,10,dancer6,437,5,1.000000,1.000000,1.000000,1.38
ballet,SSC-Block-TV-Col21,5,0,2,11,dancer6,379,5,0.738786,0.676165,0.526708,1.07
ballet,SSC-Block-TV-Col21,5,0,3,0,dancer7,373,5,0.941019,0.896303,0.878011,1.03
ballet,SSC-Block-TV-Col21,5,0,3,1,dancer7,408,5,0.975490,0.943163,0.940418,1.20
ballet,SSC-Block-TV-Col21,5,0,3,2,dancer7,361,5,0.961219,0.916016,0.904091,1.00
ballet,SSC-Block-TV-Col21,5,0,3,3,dancer7,398,5,0.914573,0.863591,0.815612,1.17
ballet,SSC-Block-TV-Col21,5,0,3,4,dancer7,364,5,0.931319,0.867070,0.836333,0.99
ballet,SSC-Block-TV-Col21,5,0,3,5,dancer7,398,5,0.899497,0.819599,0.789269,1.15
ballet,SSC-Block-TV-Col21,5,0,3,6,dancer7,349,5,0.914040,0.900108,0.832226,0.95
ballet,SSC-Block-TV-Col21,5,0,3,7,dancer7,421,5,0.954869,0.908734,0.887932,1.34
ballet,SSC-Block-TV-Col21,5,0,3,8,dancer7,402,5,0.955224,0.911609,0.896865,1.20
ballet,SSC-Block-TV-Col21,5,0,3,9,dancer7,461,5,0.978308,0.955912,0.945908,1.58
ballet,SSC-Block-TV-Col21,5,0,3,10,dancer7,346,5,0.910405,0.862764,0.802169,0.88
ballet,SSC-Block-TV-Col21,5,0,3,11,dancer7,380,5,0.823684,0.739279,0.651832,1.06
ballet,SSC-Block-TV-Col21,5,0.25,0,0,dancer1,422,5,0.962085,0.931231,0.924672,1.27
ballet,SSC-Block-TV-Col21,5,0.25,0,1,dancer1,424,5,0.908019,0.834441,0.784819,1.26
ballet,SSC-Block-TV-Col21,5,0.25,0,2,dancer1,318,5,0.704403,0.749362,0.631334,0.75
ballet,SSC-Block-TV-Col21,5,0.25,0,3,dancer1,377,5,0.899204,0.884552,0.806594,1.06
ballet,SSC-Block-TV-Col21,5,0.25,0,4,dancer1,383,5,0.561358,0.663652,0.493574,1.09
ballet,SSC-Block-TV-Col21,5,0.25,0,5,dancer1,369,5,0.813008,0.727508,0.620308,0.98
ballet,SSC-Block-TV-Col21,5,0.25,0,6,dancer1,410,5,0.892683,0.818150,0.755959,1.20
ballet,SSC-Block-TV-Col21,5,0.25,0,7,dancer1,392,5,0.568878,0.633782,0.427046,1.08
ballet,SSC-Block-TV-Col21,5,0.25,0,8,dancer1,376,5,0.893617,0.844462,0.764249,0.98
ballet,SSC-Block-TV-Col21,5,0.25,0,9,dancer1,363,5,0.873278,0.807106,0.755846,0.98
ballet,SSC-Block-TV-Col21,5,0.25,0,10,dancer1,366,5,0.674863,0.717199,0.566411,0.96
ballet,SSC-Block-TV-Col21,5,0.25,0,11,dancer1,401,5,0.917706,0.874574,0.832630,1.17
ballet,SSC-Block-TV-Col21,5,0.25,1,0,dancer3,376,5,0.845745,0.837910,0.777445,0.97
ballet,SSC-Block-TV-Col21,5,0.25,1,1,dancer3,385,5,0.909091,0.827415,0.800996,1.05
ballet,SSC-Block-TV-Col21,5,0.25,1,2,dancer3,447,5,0.807606,0.765959,0.645778,1.44
ballet,SSC-Block-TV-Col21,5,0.25,1,3,dancer3,358,5,1.000000,1.000000,1.000000,0.91
ballet,SSC-Block-TV-Col21,5,0.25,1,4,dancer3,366,5,0.950820,0.911388,0.885468,0.94
ballet,SSC-Block-TV-Col21,5,0.25,1,5,dancer3,379,5,0.955145,0.911655,0.894640,1.05
ballet,SSC-Block-TV-Col21,5,0.25,1,6,dancer3,384,5,0.835938,0.804625,0.750238,1.09
ballet,SSC-Block-TV-Col21,5,0.25,1,7,dancer3,402,5,0.955224,0.918719,0.899816,1.12
ballet,SSC-Block-TV-Col21,5,0.25,1,8,dancer3,342,5,0.906433,0.859220,0.797395,0.84
ballet,SSC-Block-TV-Col21,5,0.25,1,9,dancer3,345,5,0.852174,0.790806,0.688145,0.87
ballet,SSC-Block-TV-Col21,5,0.25,1,10,dancer3,391,5,0.943734,0.900198,0.866980,1.08
ballet,SSC-Block-TV-Col21,5,0.25,1,11,dancer3,339,5,0.870206,0.832842,0.747073,0.86
ballet,SSC-Block-TV-Col21,5,0.25,2,0,dancer6,372,5,0.827957,0.736015,0.626501,0.92
ballet,SSC-Block-TV-Col21,5,0.25,2,1,dancer6,342,5,0.692982,0.758813,0.629167,0.80
ballet,SSC-Block-TV-Col21,5,0.25,2,2,dancer6,365,5,0.868493,0.812813,0.757033,0.92
ballet,SSC-Block-TV-Col21,5,0.25,2,3,dancer6,341,5,0.847507,0.744815,0.660276,0.81
ballet,SSC-Block-TV-Col21,5,0.25,2,4,dancer6,366,5,0.778689,0.712547,0.592598,0.89
ballet,SSC-Block-TV-Col21,5,0.25,2,5,dancer6,298,5,0.768456,0.796188,0.692941,0.60
ballet,SSC-Block-TV-Col21,5,0.25,2,6,dancer6,357,5,0.739496,0.801860,0.680213,0.85
ballet,SSC-Block-TV-Col21,5,0.25,2,7,dancer6,368,5,0.853261,0.814637,0.708610,0.91
ballet,SSC-Block-TV-Col21,5,0.25,2,8,dancer6,409,5,0.662592,0.688003,0.492753,1.15
ballet,SSC-Block-TV-Col21,5,0.25,2,9,dancer6,399,5,0.629073,0.706660,0.460066,1.10
ballet,SSC-Block-TV-Col21,5,0.25,2,10,dancer6,437,5,1.000000,1.000000,1.000000,1.30
ballet,SSC-Block-TV-Col21,5,0.25,2,11,dancer6,379,5,0.770449,0.726550,0.583458,1.00
ballet,SSC-Block-TV-Col21,5,0.25,3,0,dancer7,373,5,0.973190,0.951789,0.945994,1.01
ballet,SSC-Block-TV-Col21,5,0.25,3,1,dancer7,408,5,0.973039,0.938976,0.934553,1.14
ballet,SSC-Block-TV-Col21,5,0.25,3,2,dancer7,361,5,0.961219,0.920701,0.900518,0.94
ballet,SSC-Block-TV-Col21,5,0.25,3,3,dancer7,398,5,0.917085,0.866096,0.820737,1.11
ballet,SSC-Block-TV-Col21,5,0.25,3,4,dancer7,364,5,0.909341,0.841219,0.797732,0.94
ballet,SSC-Block-TV-Col21,5,0.25,3,5,dancer7,398,5,0.904523,0.830952,0.803378,1.14
ballet,SSC-Block-TV-Col21,5,0.25,3,6,dancer7,349,5,0.919771,0.903317,0.840353,0.90
ballet,SSC-Block-TV-Col21,5,0.25,3,7,dancer7,421,5,0.954869,0.908734,0.887932,1.30
ballet,SSC-Block-TV-Col21,5,0.25,3,8,dancer7,402,5,0.980100,0.953788,0.950254,1.15
ballet,SSC-Block-TV-Col21,5,0.25,3,9,dancer7,461,5,0.978308,0.955912,0.945908,1.55
ballet,SSC-Block-TV-Col21,5,0.25,3,10,dancer7,346,5,0.907514,0.858941,0.798111,0.86
ballet,SSC-Block-TV-Col21,5,0.25,3,11,dancer7,380,5,0.857895,0.780101,0.698823,1.00
ballet,SSC-Block-TV-Col21,5,0.5,0,0,dancer1,422,5,0.831754,0.779432,0.676160,1.25
ballet,SSC-Block-TV-Col21,5,0.5,0,1,dancer1,424,5,0.908019,0.834441,0.784819,1.29
ballet,SSC-Block-TV-Col21,5,0.5,0,2,dancer1,318,5,0.694969,0.750672,0.633069,0.76
ballet,SSC-Block-TV-Col21,5,0.5,0,3,dancer1,377,5,0.840849,0.778858,0.694236,1.06
ballet,SSC-Block-TV-Col21,5,0.5,0,4,dancer1,383,5,0.631854,0.687480,0.513766,1.10
ballet,SSC-Block-TV-Col21,5,0.5,0,5,dancer1,369,5,0.758808,0.680283,0.530105,1.02
ballet,SSC-Block-TV-Col21,5,0.5,0,6,dancer1,410,5,0.887805,0.800698,0.746592,1.22
ballet,SSC-Block-TV-Col21,5,0.5,0,7,dancer1,392,5,0.586735,0.653958,0.457828,1.12
ballet,SSC-Block-TV-Col21,5,0.5,0,8,dancer1,376,5,0.898936,0.849022,0.774247,1.04
ballet,SSC-Block-TV-Col21,5,0.5,0,9,dancer1,363,5,0.873278,0.807106,0.755846,1.02
ballet,SSC-Block-TV-Col21,5,0.5,0,10,dancer1,366,5,0.811475,0.787112,0.629273,0.95
ballet,SSC-Block-TV-Col21,5,0.5,0,11,dancer1,401,5,0.912718,0.859304,0.819203,1.13
ballet,SSC-Block-TV-Col21,5,0.5,1,0,dancer3,376,5,0.928191,0.883981,0.873337,0.98
ballet,SSC-Block-TV-Col21,5,0.5,1,1,dancer3,385,5,0.955844,0.915206,0.901816,1.04
ballet,SSC-Block-TV-Col21,5,0.5,1,2,dancer3,447,5,0.664430,0.715594,0.559128,1.42
ballet,SSC-Block-TV-Col21,5,0.5,1,3,dancer3,358,5,0.715084,0.812451,0.681427,0.93
ballet,SSC-Block-TV-Col21,5,0.5,1,4,dancer3,366,5,0.693989,0.786721,0.645052,0.97
ballet,SSC-Block-TV-Col21,5,0.5,1,5,dancer3,379,5,0.889182,0.843961,0.774671,0.99
ballet,SSC-Block-TV-Col21,5,0.5,1,6,dancer3,384,5,0.815104,0.753518,0.648554,1.03
ballet,SSC-Block-TV-Col21,5,0.5,1,7,dancer3,402,5,0.888060,0.888451,0.793866,1.07
ballet,SSC-Block-TV-Col21,5,0.5,1,8,dancer3,342,5,0.713450,0.807532,0.664342,0.79
ballet,SSC-Block-TV-Col21,5,0.5,1,9,dancer3,345,5,0.855072,0.828985,0.747439,0.80
ballet,SSC-Block-TV-Col21,5,0.5,1,10,dancer3,391,5,0.897698,0.867579,0.796130,1.04
ballet,SSC-Block-TV-Col21,5,0.5,1,11,dancer3,339,5,0.858407,0.829717,0.737616,0.79
ballet,SSC-Block-TV-Col21,5,0.5,2,0,dancer6,372,5,0.629032,0.679101,0.441976,1.01
ballet,SSC-Block-TV-Col21,5,0.5,2,1,dancer6,342,5,0.918129,0.902555,0.838862,0.95
ballet,SSC-Block-TV-Col21,5,0.5,2,2,dancer6,365,5,0.767123,0.872051,0.747317,1.00
ballet,SSC-Block-TV-Col21,5,0.5,2,3,dancer6,341,5,0.850440,0.748349,0.660013,0.97
ballet,SSC-Block-TV-Col21,5,0.5,2,4,dancer6,366,5,0.877049,0.836523,0.733977,1.01
ballet,SSC-Block-TV-Col21,5,0.5,2,5,dancer6,298,5,0.667785,0.711467,0.589817,0.72
ballet,SSC-Block-TV-Col21,5,0.5,2,6,dancer6,357,5,0.784314,0.822677,0.750296,0.98
ballet,SSC-Block-TV-Col21,5,0.5,2,7,dancer6,368,5,0.872283,0.827927,0.736722,1.05
ballet,SSC-Block-TV-Col21,5,0.5,2,8,dancer6,409,5,0.638142,0.701761,0.464955,1.25
ballet,SSC-Block-TV-Col21,5,0.5,2,9,dancer6,399,5,0.553885,0.633521,0.362730,1.31
ballet,SSC-Block-TV-Col21,5,0.5,2,10,dancer6,437,5,0.977117,0.954193,0.942830,1.46
ballet,SSC-Block-TV-Col21,5,0.5,2,11,dancer6,379,5,0.686016,0.646028,0.477435,1.14
ballet,SSC-Block-TV-Col21,5,0.5,3,0,dancer7,373,5,0.973190,0.951789,0.945994,1.04
ballet,SSC-Block-TV-Col21,5,0.5,3,1,dancer7,408,5,0.975490,0.942469,0.940116,1.21
ballet,SSC-Block-TV-Col21,5,0.5,3,2,dancer7,361,5,0.950139,0.900123,0.881525,0.93
ballet,SSC-Block-TV-Col21,5,0.5,3,3,dancer7,398,5,0.922111,0.870744,0.828447,1.12
ballet,SSC-Block-TV-Col21,5,0.5,3,4,dancer7,364,5,0.912088,0.858627,0.817019,0.92
ballet,SSC-Block-TV-Col21,5,0.5,3,5,dancer7,398,5,0.929648,0.856172,0.841266,1.12
ballet,SSC-Block-TV-Col21,5,0.5,3,6,dancer7,349,5,0.862464,0.823155,0.731693,0.90
ballet,SSC-Block-TV-Col21,5,0.5,3,7,dancer7,421,5,0.909739,0.836570,0.786652,1.28
ballet,SSC-Block-TV-Col21,5,0.5,3,8,dancer7,402,5,0.977612,0.950016,0.944225,1.13
ballet,SSC-Block-TV-Col21,5,0.5,3,9,dancer7,461,5,0.952278,0.926477,0.889867,1.53
ballet,SSC-Block-TV-Col21,5,0.5,3,10,dancer7,346,5,0.843931,0.819713,0.723352,0.88
ballet,SSC-Block-TV-Col21,5,0.5,3,11,dancer7,380,5,0.844737,0.759084,0.683736,1.05
ballet,OSC,3,0,0,0,dancer1,246,3,0.808943,0.597309,0.498260,0.66
ballet,OSC,3,0,0,1,dancer1,235,3,0.991489,0.964336,0.977383,0.61
ballet,OSC,3,0,0,2,dancer1,240,3,0.670833,0.524296,0.381326,0.63
ballet,OSC,3,0,0,3,dancer1,230,3,0.860870,0.672836,0.610831,0.58
ballet,OSC,3,0,0,4,dancer1,229,3,1.000000,1.000000,1.000000,0.57
ballet,OSC,3,0,0,5,dancer1,235,3,0.829787,0.704703,0.564434,0.61
ballet,OSC,3,0,0,6,dancer1,220,3,0.981818,0.935354,0.946749,0.54
ballet,OSC,3,0,0,7,dancer1,237,3,0.805907,0.737397,0.646595,0.62
ballet,OSC,3,0,0,8,dancer1,242,3,0.545455,0.628127,0.421086,0.64
ballet,OSC,3,0,0,9,dancer1,225,3,0.573333,0.647179,0.453135,0.55
ballet,OSC,3,0,0,10,dancer1,258,3,0.682171,0.520243,0.360061,0.71
ballet,OSC,3,0,0,11,dancer1,287,3,0.846690,0.748520,0.652636,0.87
ballet,OSC,3,0,1,0,dancer2,252,3,1.000000,1.000000,1.000000,0.92
ballet,OSC,3,0,1,1,dancer2,187,3,0.497326,0.297467,0.119529,0.56
ballet,OSC,3,0,1,2,dancer2,258,3,0.596899,0.654999,0.463276,0.94
ballet,OSC,3,0,1,3,dancer2,256,3,0.585938,0.383780,0.215122,0.89
ballet,OSC,3,0,1,4,dancer2,238,3,0.567227,0.651582,0.452306,0.79
ballet,OSC,3,0,1,5,dancer2,246,3,1.000000,1.000000,1.000000,0.84
ballet,OSC,3,0,1,6,dancer2,228,3,1.000000,1.000000,1.000000,0.73
ballet,OSC,3,0,1,7,dancer2,244,3,0.733607,0.517539,0.385389,0.83
ballet,OSC,3,0,1,8,dancer2,206,3,1.000000,1.000000,1.000000,0.62
ballet,OSC,3,0,1,9,dancer2,179,3,0.893855,0.786694,0.716996,0.50
ballet,OSC,3,0,1,10,dancer2,223,3,0.937220,0.835489,0.804303,0.71
ballet,OSC,3,0,1,11,dancer2,214,3,0.630841,0.674706,0.500348,0.66
ballet,OSC,3,0,2,0,dancer3,219,3,0.844749,0.755693,0.683324,0.53
ballet,OSC,3,0,2,1,dancer3,254,3,0.748031,0.496289,0.355407,0.66
ballet,OSC,3,0,2,2,dancer3,200,3,0.850000,0.746515,0.641157,0.45
ballet,OSC,3,0,2,3,dancer3,244,3,0.516393,0.450328,0.279475,0.62
ballet,OSC,3,0,2,4,dancer3,207,3,0.893720,0.806099,0.801412,0.49
ballet,OSC,3,0,2,5,dancer3,233,3,1.000000,1.000000,1.000000,0.58
ballet,OSC,3,0,2,6,dancer3,259,3,0.934363,0.845587,0.834020,0.71
ballet,OSC,3,0,2,7,dancer3,219,3,1.000000,1.000000,1.000000,0.53
ballet,OSC,3,0,2,8,dancer3,215,3,0.604651,0.377582,0.153384,0.52
ballet,OSC,3,0,2,9,dancer3,223,3,1.000000,1.000000,1.000000,0.56
ballet,OSC,3,0,2,10,dancer3,201,3,1.000000,1.000000,1.000000,0.47
ballet,OSC,3,0,2,11,dancer3,237,3,0.751055,0.679700,0.500441,0.61
ballet,OSC,3,0,3,0,dancer4,269,3,0.535316,0.488562,0.316888,0.76
ballet,OSC,3,0,3,1,dancer4,224,3,0.589286,0.312873,0.119953,0.57
ballet,OSC,3,0,3,2,dancer4,212,3,0.839623,0.739571,0.644678,0.51
ballet,OSC,3,0,3,3,dancer4,205,3,0.697561,0.617185,0.428314,0.49
ballet,OSC,3,0,3,4,dancer4,283,3,0.501767,0.480958,0.304903,0.84
ballet,OSC,3,0,3,5,dancer4,232,3,0.512931,0.501881,0.327730,0.60
ballet,OSC,3,0,3,6,dancer4,195,3,0.743590,0.556039,0.446248,0.45
ballet,OSC,3,0,3,7,dancer4,205,3,0.663415,0.666896,0.479742,0.50
ballet,OSC,3,0,3,8,dancer4,256,3,0.523438,0.404654,0.225905,0.70
ballet,OSC,3,0,3,9,dancer4,197,3,0.791878,0.606176,0.556799,0.46
ballet,OSC,3,0,3,10,dancer4,226,3,0.823009,0.635199,0.567914,0.57
ballet,OSC,3,0,3,11,dancer4,226,3,0.553097,0.506742,0.327067,0.57
ballet,OSC,3,0,4,0,dancer5,266,3,1.000000,1.000000,1.000000,0.73
ballet,OSC,3,0,4,1,dancer5,238,3,1.000000,1.000000,1.000000,0.63
ballet,OSC,3,0,4,2,dancer5,263,3,1.000000,1.000000,1.000000,0.73
ballet,OSC,3,0,4,3,dancer5,239,3,0.991632,0.959093,0.976554,0.64
ballet,OSC,3,0,4,4,dancer5,231,3,1.000000,1.000000,1.000000,0.60
ballet,OSC,3,0,4,5,dancer5,250,3,1.000000,1.000000,1.000000,0.67
ballet,OSC,3,0,4,6,dancer5,186,3,1.000000,1.000000,1.000000,0.42
ballet,OSC,3,0,4,7,dancer5,207,3,0.787440,0.723480,0.610546,0.50
ballet,OSC,3,0,4,8,dancer5,223,3,1.000000,1.000000,1.000000,0.57
ballet,OSC,3,0,4,9,dancer5,214,3,1.000000,1.000000,1.000000,0.53
ballet,OSC,3,0,4,10,dancer5,225,3,1.000000,1.000000,1.000000,0.57
ballet,OSC,3,0,4,11,dancer5,197,3,0.903553,0.795894,0.733977,0.46
ballet,OSC,3,0,5,0,dancer6,193,3,1.000000,1.000000,1.000000,0.49
ballet,OSC,3,0,5,1,dancer6,238,3,0.533613,0.498588,0.322509,0.68
ballet,OSC,3,0,5,2,dancer6,227,3,1.000000,1.000000,1.000000,0.64
ballet,OSC,3,0,5,3,dancer6,234,3,0.700855,0.687374,0.527570,0.67
ballet,OSC,3,0,5,4,dancer6,237,3,1.000000,1.000000,1.000000,0.67
ballet,OSC,3,0,5,5,dancer6,240,3,0.825000,0.619677,0.538760,0.67
ballet,OSC,3,0,5,6,dancer6,236,3,1.000000,1.000000,1.000000,0.66
ballet,OSC,3,0,5,7,dancer6,239,3,0.682008,0.682778,0.530271,0.69
ballet,OSC,3,0,5,8,dancer6,240,3,0.575000,0.341119,0.132014,0.69
ballet,OSC,3,0,5,9,dancer6,219,3,0.826484,0.749705,0.674819,0.59
ballet,OSC,3,0,5,10,dancer6,179,3,0.564246,0.653201,0.453670,0.44
ballet,OSC,3,0,5,11,dancer6,241,3,0.892116,0.784779,0.732528,0.71
ballet,OSC,3,0,6,0,dancer7,246,3,1.000000,1.000000,1.000000,0.72
ballet,OSC,3,0,6,1,dancer7,201,3,1.000000,1.000000,1.000000,0.52
ballet,OSC,3,0,6,2,dancer7,192,3,0.536458,0.654169,0.450381,0.48
ballet,OSC,3,0,6,3,dancer7,259,3,0.861004,0.769356,0.714356,0.78
ballet,OSC,3,0,6,4,dancer7,242,3,1.000000,1.000000,1.000000,0.70
ballet,OSC,3,0,6,5,dancer7,213,3,1.000000,1.000000,1.000000,0.57
ballet,OSC,3,0,6,6,dancer7,186,3,1.000000,1.000000,1.000000,0.45
ballet,OSC,3,0,6,7,dancer7,243,3,1.000000,1.000000,1.000000,0.71
ballet,OSC,3,0,6,8,dancer7,242,3,1.000000,1.000000,1.000000,0.69
ballet,OSC,3,0,6,9,dancer7,247,3,1.000000,1.000000,1.000000,0.73
ballet,OSC,3,0,6,10,dancer7,232,3,0.599138,0.668584,0.480807,0.64
ballet,OSC,3,0,6,11,dancer7,234,3,1.000000,1.000000,1.000000,0.66
ballet,OSC,3,0.25,0,0,dancer1,246,3,0.808943,0.597309,0.498260,0.71
ballet,OSC,3,0.25,0,1,dancer1,235,3,1.000000,1.000000,1.000000,0.66
ballet,OSC,3,0.25,0,2,dancer1,240,3,0.666667,0.515859,0.369097,0.67
ballet,OSC,3,0.25,0,3,dancer1,230,3,0.860870,0.672836,0.610831,0.63
ballet,OSC,3,0.25,0,4,dancer1,229,3,1.000000,1.000000,1.000000,0.63
ballet,OSC,3,0.25,0,5,dancer1,235,3,0.812766,0.691416,0.538241,0.66
ballet,OSC,3,0.25,0,6,dancer1,220,3,0.990909,0.961933,0.973006,0.60
ballet,OSC,3,0.25,0,7,dancer1,237,3,0.805907,0.737397,0.646595,0.67
ballet,OSC,3,0.25,0,8,dancer1,242,3,0.545455,0.628127,0.421086,0.67
ballet,OSC,3,0.25,0,9,dancer1,225,3,0.568889,0.647095,0.452951,0.61
ballet,OSC,3,0.25,0,10,dancer1,258,3,0.678295,0.512158,0.349095,0.78
ballet,OSC,3,0.25,0,11,dancer1,287,3,0.839721,0.743479,0.642834,0.92
ballet,OSC,3,0.25,1,0,dancer2,252,3,1.000000,1.000000,1.000000,0.68
ballet,OSC,3,0.25,1,1,dancer2,187,3,0.497326,0.297467,0.119529,0.41
ballet,OSC,3,0.25,1,2,dancer2,258,3,0.596899,0.654999,0.463276,0.70
ballet,OSC,3,0.25,1,3,dancer2,256,3,0.582031,0.388691,0.218356,0.69
ballet,OSC,3,0.25,1,4,dancer2,238,3,0.529412,0.647721,0.443231,0.61
ballet,OSC,3,0.25,1,5,dancer2,246,3,1.000000,1.000000,1.000000,0.64
ballet,OSC,3,0.25,1,6,dancer2,228,3,1.000000,1.000000,1.000000,0.56
ballet,OSC,3,0.25,1,7,dancer2,244,3,0.733607,0.517539,0.385389,0.63
ballet,OSC,3,0.25,1,8,dancer2,206,3,1.000000,1.000000,1.000000,0.47
ballet,OSC,3,0.25,1,9,dancer2,179,3,0.899441,0.793045,0.729138,0.39
ballet,OSC,3,0.25,1,10,dancer2,223,3,0.937220,0.835489,0.804303,0.55
ballet,OSC,3,0.25,1,11,dancer2,214,3,0.626168,0.672615,0.495930,0.50
ballet,OSC,3,0.25,2,0,dancer3,219,3,0.844749,0.755693,0.683324,0.59
ballet,OSC,3,0.25,2,1,dancer3,254,3,0.751969,0.500720,0.362043,0.75
ballet,OSC,3,0.25,2,2,dancer3,200,3,0.850000,0.746515,0.641157,0.49
ballet,OSC,3,0.25,2,3,dancer3,244,3,0.516393,0.450328,0.279475,0.69
ballet,OSC,3,0.25,2,4,dancer3,207,3,0.893720,0.806099,0.801412,0.54
ballet,OSC,3,0.25,2,5,dancer3,233,3,1.000000,1.000000,1.000000,0.64
ballet,OSC,3,0.25,2,6,dancer3,259,3,0.934363,0.845587,0.834020,0.76
ballet,OSC,3,0.25,2,7,dancer3,219,3,1.000000,1.000000,1.000000,0.58
ballet,OSC,3,0.25,2,8,dancer3,215,3,0.609302,0.381582,0.157805,0.57
ballet,OSC,3,0.25,2,9,dancer3,223,3,1.000000,1.000000,1.000000,0.60
ballet,OSC,3,0.25,2,10,dancer3,201,3,1.000000,1.000000,1.000000,0.50
ballet,OSC,3,0.25,2,11,dancer3,237,3,0.751055,0.679700,0.500441,0.67
ballet,OSC,3,0.25,3,0,dancer4,269,3,0.531599,0.497080,0.325545,0.75
ballet,OSC,3,0.25,3,1,dancer4,224,3,0.589286,0.312873,0.119953,0.54
ballet,OSC,3,0.25,3,2,dancer4,212,3,0.500000,0.542604,0.360722,0.49
ballet,OSC,3,0.25,3,3,dancer4,205,3,0.697561,0.631852,0.435425,0.47
ballet,OSC,3,0.25,3,4,dancer4,283,3,0.501767,0.472943,0.296640,0.82
ballet,OSC,3,0.25,3,5,dancer4,232,3,0.504310,0.501420,0.326479,0.58
ballet,OSC,3,0.25,3,6,dancer4,195,3,0.743590,0.556039,0.446248,0.44
